taxa	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
X114481	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X560704	102	37	1	0	0	0	0	0	1	2	435	7	10	1	4	0	0	0	0	0	0	0	0	0	0	0
X156963	937	91	0	0	0	0	2	6	1	3	6	5	506	890	1031	5	1	1	0	0	0	1	0	4	0	2
X239396	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X575014	142	24	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X254014	5	37	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X308403	0	0	0	0	0	0	0	0	0	2	78	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X254579	248	106	2	1	3	0	0	0	3	45	3323	9	95	69	53	1	1	1	2	1	3	0	0	1	1	1
X245713	125	152	633	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
X247445	327	46	39	1	0	0	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0
X532331	12	5	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X141044	1482	162	3	0	0	1	1	0	0	0	6	7	16	7	14	0	0	0	0	0	1	0	1	4	0	0
X550164	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X571372	9	2	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X248117	1	11	37	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X245770	37	19	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X249693	4	1	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X242737	18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X239844	35	85	1260	0	1	0	6	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	3
X243349	85	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X112959	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X113298	30	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X577085	179	67	639	0	0	0	1	0	0	0	33	0	97	74	39	0	1	0	0	0	0	1	1	2	1	3
X65682	329	151	2002	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	1	5
X136477	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X348223	283	47	297	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	1
X159655	1442	199	6	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	5	1	0
X345298	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X541511	2	4	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X561275	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X562144	158	10	6	0	0	0	0	0	0	2	32	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
X142125	317	480	3	0	0	1	57	0	0	0	1	0	0	2	6	0	0	0	0	0	0	0	0	0	0	1
X547810	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0
X594352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
X146568	0	24	1	0	0	0	0	0	1	2	5	1997	55	7	7	0	0	0	0	0	0	0	0	1	0	0
X227860	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X115032	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X135189	0	49	0	0	0	0	0	0	0	2	357	1	71	5	4	0	0	0	0	0	0	0	0	1	0	0
X58632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X20151	4	2	14	0	1	0	0	0	3	15	328	243	3	3	8	1	0	0	0	1	5	0	0	0	0	0
X139268	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
X112775	0	0	0	0	0	0	0	0	0	0	30	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X137145	3	1	3	1	6	0	0	0	17	216	18519	3673	29	10	49	4	3	4	5	3	1	0	3	1	3	8
X150422	1	32	214	0	1	0	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X555655	0	34	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X578727	0	5	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X146467	0	17	0	0	0	0	44	0	0	1	0	148	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X220913	0	48	0	1	0	0	1	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
X339418	0	4	0	0	0	11	11	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X259377	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X223665	0	7	0	0	0	20	59	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X40101	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X510901	5	26	1494	1	0	0	80	17	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	0	6
X161920	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X269355	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X489354	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X381082	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X353158	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X588867	0	1	16	0	0	0	1	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X153026	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X223870	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
X152312	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0
X508075	0	0	0	0	0	0	0	0	1	0	2	10	172	33	18	0	0	0	0	0	0	0	0	2	0	0
X448050	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X544631	1	9	6	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X510721	0	89	13	0	0	76	23	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X99418	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X362966	6	73	18	0	0	106	70	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
X392770	0	4	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X256521	0	24	0	0	0	39	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X140646	6	12	24	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X178196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	1	0	0	0	0	0	0	0	0
X549152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0	0	0	0	0	0
X55666	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0
X183407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X2573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
X181596	0	0	0	0	1	0	0	0	4	0	0	0	3	0	0	78	37	1471	2	0	0	0	0	0	0	0
X335025	0	0	0	0	0	0	0	0	1	0	0	1	137	35	10	1	2	0	0	0	0	0	0	3	0	0
X229271	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
X440170	5	118	0	0	0	0	0	0	0	0	0	2	8	8	3	0	0	0	0	0	0	0	0	0	0	0
X334860	4	3	0	0	0	0	0	0	0	0	1	14	13	12	13	0	0	0	0	0	0	0	0	0	0	0
X329138	1	4	2	0	0	0	0	0	0	10	955	18	1	1	2	0	0	0	2	0	0	0	0	0	0	1
X538346	3	10	0	0	0	0	0	0	0	0	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0
X231673	0	0	0	0	0	0	0	0	0	0	3	4	4	10	0	0	0	0	0	0	0	0	0	0	0	0
X523672	9	25	0	0	0	0	0	0	0	0	3	0	1	3	2	0	0	0	5	4	3	0	0	0	0	0
X146854	0	0	0	0	0	0	0	0	0	0	0	1	0	27	11	0	0	0	0	0	0	0	0	0	0	0
X248300	36	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X34106	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X325671	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	1	0	0	0	0	0	0	0	0	0	0
X557079	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
X244167	9	40	0	0	0	0	0	0	0	0	1	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0
X204415	0	97	0	0	1	0	0	0	0	2	155	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0
X2538	0	0	0	0	0	0	3	0	0	0	11	83	31	3	1	0	3	0	0	0	0	0	0	0	0	0
X278351	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
X233996	0	0	0	0	0	0	0	0	0	0	0	0	16	8	1	0	0	0	0	0	0	0	0	0	0	0
X348061	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X252788	0	0	0	0	0	0	0	0	0	1	0	0	117	43	27	0	1	0	0	0	0	0	0	0	0	0
X191465	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X249818	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
X252967	0	0	0	0	0	0	0	0	0	0	5	3	389	154	117	0	2	0	0	0	0	0	1	1	0	1
X228243	0	0	0	0	0	0	0	0	0	0	1	0	37	9	7	0	0	0	0	0	0	0	0	2	0	0
X263176	0	0	0	0	0	0	0	0	0	0	0	1	140	41	12	0	6	1	0	0	0	0	2	0	0	0
X348204	2	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
X538448	0	3	0	0	0	0	0	0	0	0	0	0	2	52	10	0	0	0	0	0	0	0	0	0	0	0
X230258	12	1	0	0	0	0	0	0	0	0	0	0	3	38	12	0	0	0	0	0	0	0	0	0	0	0
X579010	11	61	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
X274126	0	0	0	0	0	0	0	1	0	0	1	2	292	141	61	0	7	0	0	0	0	1	2	2	0	0
X576442	0	0	21	0	0	0	0	0	1	0	1	1	31	90	42	0	0	0	0	0	6	0	0	1	0	1
X214395	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X340563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	3	5	2	0	0	0	0	0
X353774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	28	20	0	0	0	0	0	0
X161382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	2	2	7	0	0	0	0	0	0
X132699	17	473	3	0	0	1	0	0	0	0	1	0	1	4	11	0	0	0	0	0	0	0	0	0	1	0
X561978	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X564650	56	803	2	0	3	0	0	0	1	1	2	9	349	654	593	1	0	2	3	3	0	1	1	5	1	1
X241706	11	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X316764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0
X299993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0
X200498	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19	7	1	0	1	0	0	0	0	0
X159352	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	3	1	1	0	0	0	0	0
X255565	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0
X194491	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	18	277	573	2	0	9	0	1
X568024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	4	0	0	0	0	0
X250836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	1
X237153	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X378092	2	0	3	3	2	1	3	1	15	18	189	30706	214	35	169	2	2	5	3	2	1	6	4	6	1	2
X228517	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	1	0	0	1	0	0	0	0	0
X184685	0	14	0	0	0	0	0	0	1	0	2	34	6	6	6	0	18	0	12	3	0	0	0	0	2	0
X278585	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	129	3	0	0	0	0	0	0	0	0
X262076	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	31	0	0	0	0	0	0	0	0	0
X242491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	7	0	0	0	0	0	0
X295985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	2	0	0	0	0	0
X273031	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	7	1	37	201	120	1	0	1	0	0
X584337	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	5	0	1	0	0	0	0	0
X255544	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	20	1	10	0	0	0	0	0	0
X256191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0
X236361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0
X219002	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	5	1	0	0	0	0	0	0
X259026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	5	2	0	0	0	0	0	0
X586573	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	8	6	0	0	0	1	0	0
X579046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X2550	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	60	1	0	0	0	0	0	0	0	0
X240609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
X211973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	16	8	1	1	0	0	0	0
X270239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X109301	6	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X263421	3	8	0	1	0	0	0	0	0	0	0	2	195	354	168	1	42	0	2	1	2	0	0	0	0	0
X157643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
X168111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	7	3	4	0	0	0	0	0
X144512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
X249508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X245374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	14	2	1	0	0	0	0	0
X570841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	4	0	0	0	0	0	0	0
X339533	0	1	0	1	1	2	3	0	10	2	3	0	90	4	2	0	13119	841	2	2	0	0	2	4	0	2
X142556	0	0	0	0	0	0	0	0	0	0	2	6	7	0	0	0	3	1	2	0	2	0	0	0	0	0
X583745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	4	2	0	0	0	0	0	0
X242559	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	76	9	1	0	0	0	0	0	0	0
X182208	0	0	1	0	0	0	0	0	18	4	0	0	10	0	0	1	875	2230	3	0	0	0	0	1	1	0
X294530	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	36	6	0	0	0	0	0	0	0	0
X315083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0
X63062	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19	5	0	0	0	0	0	0	0	0
X35418	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	494	23	0	0	0	0	0	0	0	0
X255567	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0	1	241	26	0	1	0	0	0	0	0	0
X574719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	1	0	0	0	0	0	0
X21302	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	0	3	5	0	0	0	0	0	0
X228572	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
X245356	226	35	4	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	3	0	0	0	0	0	0
X320742	199	63	6	0	0	0	2	0	0	0	0	1	23	25	38	0	0	0	0	1	1	0	1	3	1	0
X225059	31	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X538684	64	37	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1
X2554	0	0	1	0	0	0	0	0	2	0	240	1	5	1	5	0	0	0	0	1	0	0	0	0	0	0
X327821	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X55727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X210280	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	26	2	7	0	0	0	0	0	0	0	0
X533454	0	0	0	1	0	1	0	0	31	4	2	0	2	0	1	18	69	3285	4	1	0	1	1	1	0	0
X205961	1	28	4	0	0	0	0	0	0	0	0	11	119	53	52	0	0	0	0	0	0	0	0	0	0	0
X321867	10	54	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
X239523	25	128	2	0	0	3	0	0	0	0	9	23	0	3	1	0	0	1	0	13	4	0	0	0	0	0
X250647	2	40	0	0	0	0	0	0	0	0	2	2	0	5	2	0	3	0	0	0	0	0	0	0	1	0
X140407	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X239831	0	1	3	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
X240677	0	1	0	0	0	0	0	1	0	1	3	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X273018	37	60	157	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
X345271	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
X557173	13	23	98	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	5	0	0	0	0	0
X146138	237	57	23	0	0	0	0	0	0	0	0	1	6	1	2	0	1	0	0	0	0	0	0	1	0	0
X222507	297	57	83	0	0	0	1	0	0	0	1	20	4	6	7	0	1	0	0	0	0	0	0	4	0	1
X241640	76	97	70	0	0	0	0	0	0	0	0	0	13	5	0	0	0	0	0	1	0	0	0	0	1	2
X242277	58	7	211	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X249252	352	62	571	0	0	0	0	0	0	3	96	9	2	1	0	0	0	0	0	0	0	1	1	1	0	1
X26459	240	136	96	0	0	0	30	0	0	0	0	4	1	1	0	0	0	0	0	2	0	0	0	0	0	0
X332655	30	19	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
X511346	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X219534	14	41	1	0	0	0	0	0	0	0	2	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0
X186736	35	198	2	0	0	0	0	0	0	0	0	35	4	0	3	0	0	0	0	0	0	0	0	1	1	0
X356235	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X179407	548	237	117	0	1	0	13	1	0	0	0	11	4	5	5	0	1	0	0	0	0	0	0	3	2	0
X582864	97	75	13	0	0	0	0	0	0	0	2	43	10	3	1	0	18	2	0	0	1	0	0	0	0	0
X225192	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X161257	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
X204934	40	664	728	0	1	9	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	2
X161479	28	84	405	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X327512	6	20	53	0	0	0	0	0	0	1	275	0	9	0	3	0	0	0	0	0	0	0	0	0	0	1
X511866	35	43	354	0	0	0	4	8	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
X203293	7	18	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X177869	2	4	15	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
X79291	24	241	139	0	0	3	0	0	1	0	13	9	3	0	2	0	0	0	0	0	0	0	0	0	3	2
X314149	39	91	436	0	1	0	3	72	1	0	9	72	27	24	11	0	1	0	0	0	0	0	0	3	1	2
X82069	0	14	4	0	0	4	0	5	0	0	0	0	7	3	3	0	1	0	0	0	1	0	0	0	0	0
X68865	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X341708	6	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X82204	9	2	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0
X525495	10	27	2	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0
X246243	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X225377	0	6	9	0	0	0	0	0	0	1	8	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0
X309523	110	2132	1167	0	0	34	53	180	0	2	17	10	12	13	17	2	0	0	0	1	0	0	0	2	9	2
X325652	105	3278	136	0	1	4	5	0	0	1	12	4	3	2	11	0	0	0	0	0	1	1	1	3	18	1
X150281	0	4	3	0	0	0	0	0	0	0	25	4	7	2	1	0	0	0	0	0	0	0	0	0	0	0
X555333	14	348	2	1	0	14	5	0	0	2	5	8	1104	1260	1233	16	1	0	0	0	0	0	2	7	1	0
X233334	3	14	40	0	0	0	0	0	0	2	11	2727	63	20	20	0	1	0	1	0	0	0	0	0	2	0
X82223	2	27	34	1	0	7	1	1	0	0	0	60	4	6	6	0	0	0	0	0	0	0	1	0	0	0
X574458	148	1449	6881	4	2	45	244	66	1	1	6	12	42	57	52	1	0	2	3	1	1	1	0	5	8	14
X110665	3	20	12	0	0	0	1	0	0	0	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0
X235904	359	1120	14	1	0	8	125	0	0	2	84	19	974	755	779	6	2	1	0	27	4	0	5	6	8	2
X218902	13	130	126	0	0	0	22	0	0	0	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0
X509873	4	30	1	0	0	0	38	2	0	0	0	3	1	1	9	0	0	0	0	0	0	0	1	0	0	0
X558682	3	36	0	0	0	0	4	0	0	0	0	0	10	17	9	0	0	0	0	6	0	0	0	0	1	0
X306684	452	1097	156	0	0	0	50	0	1	1	0	83	360	429	357	1	0	0	1	0	1	0	0	5	3	0
X540217	249	1265	1144	1	2	25	79	54	1	0	0	133	181	83	65	2	2	1	3	6	0	0	0	2	5	12
X525670	1	1	1	0	0	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X353659	106	253	2	0	0	0	0	0	0	0	0	0	14	10	11	0	1	0	0	0	0	0	1	0	1	0
X556276	7	53	1	0	0	0	0	0	0	0	1	10	2	2	2	0	0	0	0	0	0	0	0	0	1	0
X282480	9	79	4	0	0	68	2	5	0	0	6	52	116	107	158	0	0	0	0	1	0	0	1	3	1	0
X534067	9	168	447	0	2	2	221	2	3	0	4	4318	674	594	1125	4	1	2	2	1	0	2	3	8	2	0
X252037	25	341	4	0	0	1	2	7	0	0	13	7	218	228	182	0	2	1	0	0	0	0	0	1	0	1
X211909	61	1328	289	1	0	0	0	12	0	0	0	1	17	16	17	0	1	0	0	0	0	0	0	0	6	1
X498304	39	620	0	0	0	0	0	3	0	0	0	1	2	4	3	0	0	0	0	0	0	0	0	0	2	0
X154846	0	3	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X143353	19	74	17	0	0	0	0	0	0	0	0	11	28	6	5	0	0	0	0	0	0	0	0	0	0	0
X510619	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X122683	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0
X160173	19	215	20	1	0	0	0	0	0	0	0	1	167	150	115	1	0	0	0	0	0	0	0	1	0	0
X181908	0	1	0	0	0	2	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
X528336	202	1117	26	1	1	0	1	0	2	1	4	20	435	354	205	1	0	0	0	0	0	1	0	2	2	0
X360124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X567683	21	45	0	0	0	0	1	0	0	0	0	5	64	31	8	0	0	0	0	0	0	0	0	0	2	0
